"initial_alias","converted_alias","name","description","namespace"
"51073","51073","MRPL4","mitochondrial ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:14276]","ENTREZGENE_ACC"
"2651","2651","GCNT2","glucosaminyl (N-acetyl) transferase 2 (I blood group) [Source:HGNC Symbol;Acc:HGNC:4204]","ENTREZGENE_ACC"
"29994","29994","BAZ2B","bromodomain adjacent to zinc finger domain 2B [Source:HGNC Symbol;Acc:HGNC:963]","ENTREZGENE_ACC"
"29994","29994","nan","novel transcript","ENTREZGENE_ACC"
"1785","1785","DNM2","dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]","ENTREZGENE_ACC"
"9685","9685","CLINT1","clathrin interactor 1 [Source:HGNC Symbol;Acc:HGNC:23186]","ENTREZGENE_ACC"
"10452","10452","TOMM40","translocase of outer mitochondrial membrane 40 [Source:HGNC Symbol;Acc:HGNC:18001]","ENTREZGENE_ACC"
"55778","55778","ZNF839","zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]","ENTREZGENE_ACC"
"23414","23414","ZFPM2","zinc finger protein, FOG family member 2 [Source:HGNC Symbol;Acc:HGNC:16700]","ENTREZGENE_ACC"
"80139","80139","ZNF703","zinc finger protein 703 [Source:HGNC Symbol;Acc:HGNC:25883]","ENTREZGENE_ACC"
"10664","10664","CTCF","CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]","ENTREZGENE_ACC"
"56648","56648","EIF5A2","eukaryotic translation initiation factor 5A2 [Source:HGNC Symbol;Acc:HGNC:3301]","ENTREZGENE_ACC"
"56676","56676","ASCL3","achaete-scute family bHLH transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:740]","ENTREZGENE_ACC"
"7086","7086","TKT","transketolase [Source:HGNC Symbol;Acc:HGNC:11834]","ENTREZGENE_ACC"
"55128","55128","TRIM68","tripartite motif containing 68 [Source:HGNC Symbol;Acc:HGNC:21161]","ENTREZGENE_ACC"
"55006","55006","TRMT61B","tRNA methyltransferase 61B [Source:HGNC Symbol;Acc:HGNC:26070]","ENTREZGENE_ACC"
"54726","54726","OTUD4","OTU deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:24949]","ENTREZGENE_ACC"
"29904","29904","EEF2K","eukaryotic elongation factor 2 kinase [Source:HGNC Symbol;Acc:HGNC:24615]","ENTREZGENE_ACC"
"6301","6301","SARS1","seryl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:10537]","ENTREZGENE_ACC"
"5611","5611","DNAJC3","DnaJ heat shock protein family (Hsp40) member C3 [Source:HGNC Symbol;Acc:HGNC:9439]","ENTREZGENE_ACC"
"124565","124565","SLC38A10","solute carrier family 38 member 10 [Source:HGNC Symbol;Acc:HGNC:28237]","ENTREZGENE_ACC"
"7841","7841","MOGS","mannosyl-oligosaccharide glucosidase [Source:HGNC Symbol;Acc:HGNC:24862]","ENTREZGENE_ACC"
"57111","57111","RAB25","RAB25, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18238]","ENTREZGENE_ACC"
"27034","27034","ACAD8","acyl-CoA dehydrogenase family member 8 [Source:HGNC Symbol;Acc:HGNC:87]","ENTREZGENE_ACC"
"221092","221092","HNRNPUL2","heterogeneous nuclear ribonucleoprotein U like 2 [Source:HGNC Symbol;Acc:HGNC:25451]","ENTREZGENE_ACC"
"467","467","ATF3","activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]","ENTREZGENE_ACC"
"6199","6199","RPS6KB2","ribosomal protein S6 kinase B2 [Source:HGNC Symbol;Acc:HGNC:10437]","ENTREZGENE_ACC"
"51499","51499","TRIAP1","TP53 regulated inhibitor of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:26937]","ENTREZGENE_ACC"
"63901","63901","FAM111A","FAM111 trypsin like peptidase A [Source:HGNC Symbol;Acc:HGNC:24725]","ENTREZGENE_ACC"
"5594","5594","MAPK1","mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]","ENTREZGENE_ACC"
"2932","2932","GSK3B","glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]","ENTREZGENE_ACC"
"83593","83593","RASSF5","Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]","ENTREZGENE_ACC"
"79892","79892","MCMBP","minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:HGNC:25782]","ENTREZGENE_ACC"
"9372","9372","ZFYVE9","zinc finger FYVE-type containing 9 [Source:HGNC Symbol;Acc:HGNC:6775]","ENTREZGENE_ACC"
"9557","9557","CHD1L","chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:1916]","ENTREZGENE_ACC"
"283578","283578","TMED8","transmembrane p24 trafficking protein family member 8 [Source:HGNC Symbol;Acc:HGNC:18633]","ENTREZGENE_ACC"
"27039","27039","PKD2L2","polycystin 2 like 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9012]","ENTREZGENE_ACC"
"10325","10325","RRAGB","Ras related GTP binding B [Source:HGNC Symbol;Acc:HGNC:19901]","ENTREZGENE_ACC"
"9516","9516","LITAF","lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]","ENTREZGENE_ACC"
"246330","246330","PELI3","pellino E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30010]","ENTREZGENE_ACC"
"55266","55266","TMEM19","transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]","ENTREZGENE_ACC"
"10406","10406","WFDC2","WAP four-disulfide core domain 2 [Source:HGNC Symbol;Acc:HGNC:15939]","ENTREZGENE_ACC"
"10346","10346","TRIM22","tripartite motif containing 22 [Source:HGNC Symbol;Acc:HGNC:16379]","ENTREZGENE_ACC"
"10782","10782","ZNF274","zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]","ENTREZGENE_ACC"
"9945","9945","GFPT2","glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4242]","ENTREZGENE_ACC"
"55718","55718","POLR3E","RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]","ENTREZGENE_ACC"
"9846","9846","GAB2","GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]","ENTREZGENE_ACC"
"441549","441549","CDNF","cerebral dopamine neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:24913]","ENTREZGENE_ACC"
"55198","55198","APPL2","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2 [Source:HGNC Symbol;Acc:HGNC:18242]","ENTREZGENE_ACC"
"9455","9455","HOMER2","homer scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]","ENTREZGENE_ACC"
"23046","23046","KIF21B","kinesin family member 21B [Source:HGNC Symbol;Acc:HGNC:29442]","ENTREZGENE_ACC"
"9934","9934","P2RY14","purinergic receptor P2Y14 [Source:HGNC Symbol;Acc:HGNC:16442]","ENTREZGENE_ACC"
"51693","51693","TRAPPC2L","trafficking protein particle complex 2 like [Source:HGNC Symbol;Acc:HGNC:30887]","ENTREZGENE_ACC"
"8344","8344","H2BC6","H2B clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4753]","ENTREZGENE_ACC"
"396","396","ARHGDIA","Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678]","ENTREZGENE_ACC"
"171017","171017","ZNF384","zinc finger protein 384 [Source:HGNC Symbol;Acc:HGNC:11955]","ENTREZGENE_ACC"
"7543","7543","ZFX","zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869]","ENTREZGENE_ACC"
"7368","7368","UGT8","UDP glycosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:12555]","ENTREZGENE_ACC"
"28977","28977","MRPL42","mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:HGNC:14493]","ENTREZGENE_ACC"
"653583","653583","PHLDB3","pleckstrin homology like domain family B member 3 [Source:HGNC Symbol;Acc:HGNC:30499]","ENTREZGENE_ACC"
"64224","64224","HERPUD2","HERPUD family member 2 [Source:HGNC Symbol;Acc:HGNC:21915]","ENTREZGENE_ACC"
"23224","23224","SYNE2","spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084]","ENTREZGENE_ACC"
"10999","10999","SLC27A4","solute carrier family 27 member 4 [Source:HGNC Symbol;Acc:HGNC:10998]","ENTREZGENE_ACC"
"2735","2735","GLI1","GLI family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4317]","ENTREZGENE_ACC"
"23367","23367","LARP1","La ribonucleoprotein 1, translational regulator [Source:HGNC Symbol;Acc:HGNC:29531]","ENTREZGENE_ACC"
"57616","57616","TSHZ3","teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700]","ENTREZGENE_ACC"
"56994","56994","CHPT1","choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852]","ENTREZGENE_ACC"
"56616","56616","DIABLO","diablo IAP-binding mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:21528]","ENTREZGENE_ACC"
"126375","126375","ZNF792","zinc finger protein 792 [Source:HGNC Symbol;Acc:HGNC:24751]","ENTREZGENE_ACC"
"56888","56888","KCMF1","potassium channel modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:20589]","ENTREZGENE_ACC"
"8861","8861","LDB1","LIM domain binding 1 [Source:HGNC Symbol;Acc:HGNC:6532]","ENTREZGENE_ACC"
"26973","26973","CHORDC1","cysteine and histidine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14525]","ENTREZGENE_ACC"
"57085","57085","AGTRAP","angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539]","ENTREZGENE_ACC"
"51012","51012","PRELID3B","PRELI domain containing 3B [Source:HGNC Symbol;Acc:HGNC:15892]","ENTREZGENE_ACC"
"27067","27067","STAU2","staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371]","ENTREZGENE_ACC"
"26099","26099","SZRD1","SUZ RNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30232]","ENTREZGENE_ACC"
"8725","8725","URI1","URI1 prefoldin like chaperone [Source:HGNC Symbol;Acc:HGNC:13236]","ENTREZGENE_ACC"
"54788","54788","DNAJB12","DnaJ heat shock protein family (Hsp40) member B12 [Source:HGNC Symbol;Acc:HGNC:14891]","ENTREZGENE_ACC"
"55214","55214","P3H2","prolyl 3-hydroxylase 2 [Source:HGNC Symbol;Acc:HGNC:19317]","ENTREZGENE_ACC"
"5784","5784","PTPN14","protein tyrosine phosphatase non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]","ENTREZGENE_ACC"
"57187","57187","THOC2","THO complex 2 [Source:HGNC Symbol;Acc:HGNC:19073]","ENTREZGENE_ACC"
"10533","10533","ATG7","autophagy related 7 [Source:HGNC Symbol;Acc:HGNC:16935]","ENTREZGENE_ACC"
"1762","1762","DMWD","DM1 locus, WD repeat containing [Source:HGNC Symbol;Acc:HGNC:2936]","ENTREZGENE_ACC"
"7398","7398","USP1","ubiquitin specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:12607]","ENTREZGENE_ACC"
"55322","55322","C5orf22","chromosome 5 open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:25639]","ENTREZGENE_ACC"
"9734","9734","HDAC9","histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]","ENTREZGENE_ACC"
"56987","56987","BBX","BBX high mobility group box domain containing [Source:HGNC Symbol;Acc:HGNC:14422]","ENTREZGENE_ACC"
"54890","54890","ALKBH5","alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]","ENTREZGENE_ACC"
"51157","51157","ZNF580","zinc finger protein 580 [Source:HGNC Symbol;Acc:HGNC:29473]","ENTREZGENE_ACC"
"57473","57473","ZNF512B","zinc finger protein 512B [Source:HGNC Symbol;Acc:HGNC:29212]","ENTREZGENE_ACC"
"56259","56259","CTNNBL1","catenin beta like 1 [Source:HGNC Symbol;Acc:HGNC:15879]","ENTREZGENE_ACC"
"54795","54795","TRPM4","transient receptor potential cation channel subfamily M member 4 [Source:HGNC Symbol;Acc:HGNC:17993]","ENTREZGENE_ACC"
"171586","171586","ABHD3","abhydrolase domain containing 3, phospholipase [Source:HGNC Symbol;Acc:HGNC:18718]","ENTREZGENE_ACC"
"6787","6787","NEK4","NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]","ENTREZGENE_ACC"
"153642","153642","ARSK","arylsulfatase family member K [Source:HGNC Symbol;Acc:HGNC:25239]","ENTREZGENE_ACC"
"440093","440093","H3-5","H3.5 histone [Source:HGNC Symbol;Acc:HGNC:33164]","ENTREZGENE_ACC"
"113402","113402","SFT2D1","SFT2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21102]","ENTREZGENE_ACC"
"6747","6747","SSR3","signal sequence receptor subunit 3 [Source:HGNC Symbol;Acc:HGNC:11325]","ENTREZGENE_ACC"
"85403","85403","EAF1","ELL associated factor 1 [Source:HGNC Symbol;Acc:HGNC:20907]","ENTREZGENE_ACC"
"26521","26521","TIMM8B","translocase of inner mitochondrial membrane 8 homolog B [Source:HGNC Symbol;Acc:HGNC:11818]","ENTREZGENE_ACC"
"23369","23369","PUM2","pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]","ENTREZGENE_ACC"
"9913","9913","SUPT7L","SPT7 like, STAGA complex subunit gamma [Source:HGNC Symbol;Acc:HGNC:30632]","ENTREZGENE_ACC"
"84498","84498","FAM120B","family with sequence similarity 120B [Source:HGNC Symbol;Acc:HGNC:21109]","ENTREZGENE_ACC"
"22863","22863","ATG14","autophagy related 14 [Source:HGNC Symbol;Acc:HGNC:19962]","ENTREZGENE_ACC"
"3310","3310","HSPA6","heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239]","ENTREZGENE_ACC"
"58528","58528","RRAGD","Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]","ENTREZGENE_ACC"
"10807","10807","ENTR1","endosome associated trafficking regulator 1 [Source:HGNC Symbol;Acc:HGNC:10667]","ENTREZGENE_ACC"
"79841","79841","AGBL2","ATP/GTP binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:26296]","ENTREZGENE_ACC"
"182","182","JAG1","jagged canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:6188]","ENTREZGENE_ACC"
"23107","23107","MRPS27","mitochondrial ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:14512]","ENTREZGENE_ACC"
"84614","84614","ZBTB37","zinc finger and BTB domain containing 37 [Source:HGNC Symbol;Acc:HGNC:28365]","ENTREZGENE_ACC"
"4297","4297","KMT2A","lysine methyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:7132]","ENTREZGENE_ACC"
"26960","26960","NBEA","neurobeachin [Source:HGNC Symbol;Acc:HGNC:7648]","ENTREZGENE_ACC"
"339855","339855","KY","kyphoscoliosis peptidase [Source:HGNC Symbol;Acc:HGNC:26576]","ENTREZGENE_ACC"
"80014","80014","WWC2","WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148]","ENTREZGENE_ACC"
"127544","127544","RNF19B","ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886]","ENTREZGENE_ACC"
"1407","1407","CRY1","cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]","ENTREZGENE_ACC"
"83734","83734","ATG10","autophagy related 10 [Source:HGNC Symbol;Acc:HGNC:20315]","ENTREZGENE_ACC"
"80308","80308","FLAD1","flavin adenine dinucleotide synthetase 1 [Source:HGNC Symbol;Acc:HGNC:24671]","ENTREZGENE_ACC"
"5130","5130","PCYT1A","phosphate cytidylyltransferase 1, choline, alpha [Source:HGNC Symbol;Acc:HGNC:8754]","ENTREZGENE_ACC"
"7917","7917","BAG6","BAG cochaperone 6 [Source:HGNC Symbol;Acc:HGNC:13919]","ENTREZGENE_ACC"
"53343","53343","NUDT9","nudix hydrolase 9 [Source:HGNC Symbol;Acc:HGNC:8056]","ENTREZGENE_ACC"
"57092","57092","PCNP","PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023]","ENTREZGENE_ACC"
"80273","80273","GRPEL1","GrpE like 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:19696]","ENTREZGENE_ACC"
"10513","10513","APPBP2","amyloid beta precursor protein binding protein 2 [Source:HGNC Symbol;Acc:HGNC:622]","ENTREZGENE_ACC"
"25853","25853","DCAF12","DDB1 and CUL4 associated factor 12 [Source:HGNC Symbol;Acc:HGNC:19911]","ENTREZGENE_ACC"
"286262","286262","TPRN","taperin [Source:HGNC Symbol;Acc:HGNC:26894]","ENTREZGENE_ACC"
"55041","55041","PLEKHB2","pleckstrin homology domain containing B2 [Source:HGNC Symbol;Acc:HGNC:19236]","ENTREZGENE_ACC"
"79695","79695","GALNT12","polypeptide N-acetylgalactosaminyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19877]","ENTREZGENE_ACC"
"55544","55544","RBM38","RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818]","ENTREZGENE_ACC"
"10629","10629","TAF6L","TATA-box binding protein associated factor 6 like [Source:HGNC Symbol;Acc:HGNC:17305]","ENTREZGENE_ACC"
"375033","375033","PEAR1","platelet endothelial aggregation receptor 1 [Source:HGNC Symbol;Acc:HGNC:33631]","ENTREZGENE_ACC"
"55737","55737","VPS35","VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]","ENTREZGENE_ACC"
"84303","84303","CHCHD6","coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28184]","ENTREZGENE_ACC"
"6867","6867","TACC1","transforming acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]","ENTREZGENE_ACC"
"2671","2671","GFER","growth factor, augmenter of liver regeneration [Source:HGNC Symbol;Acc:HGNC:4236]","ENTREZGENE_ACC"
"79085","79085","SLC25A23","solute carrier family 25 member 23 [Source:HGNC Symbol;Acc:HGNC:19375]","ENTREZGENE_ACC"
"6919","6919","TCEA2","transcription elongation factor A2 [Source:HGNC Symbol;Acc:HGNC:11614]","ENTREZGENE_ACC"
"5147","5147","PDE6D","phosphodiesterase 6D [Source:HGNC Symbol;Acc:HGNC:8788]","ENTREZGENE_ACC"
"1266","1266","CNN3","calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157]","ENTREZGENE_ACC"
"9413","9413","FAM189A2","family with sequence similarity 189 member A2 [Source:HGNC Symbol;Acc:HGNC:24820]","ENTREZGENE_ACC"
"55374","55374","TMCO6","transmembrane and coiled-coil domains 6 [Source:HGNC Symbol;Acc:HGNC:28814]","ENTREZGENE_ACC"
"4637","4637","MYL6","myosin light chain 6 [Source:HGNC Symbol;Acc:HGNC:7587]","ENTREZGENE_ACC"
"51809","51809","GALNT7","polypeptide N-acetylgalactosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4129]","ENTREZGENE_ACC"
"208","208","AKT2","AKT serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:392]","ENTREZGENE_ACC"
"80004","80004","ESRP2","epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]","ENTREZGENE_ACC"
"54554","54554","WDR5B","WD repeat domain 5B [Source:HGNC Symbol;Acc:HGNC:17826]","ENTREZGENE_ACC"
"56943","56943","ENY2","ENY2 transcription and export complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:24449]","ENTREZGENE_ACC"
"84295","84295","PHF6","PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145]","ENTREZGENE_ACC"
"151613","151613","TTC14","tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697]","ENTREZGENE_ACC"
"3396","3396","MRPL58","mitochondrial ribosomal protein L58 [Source:HGNC Symbol;Acc:HGNC:5359]","ENTREZGENE_ACC"
"60496","60496","AASDHPPT","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]","ENTREZGENE_ACC"
"6319","6319","SCD","stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571]","ENTREZGENE_ACC"
"118426","118426","BORCS5","BLOC-1 related complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:17950]","ENTREZGENE_ACC"
"2944","2944","GSTM1","glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632]","ENTREZGENE_ACC"
"411","411","ARSB","arylsulfatase B [Source:HGNC Symbol;Acc:HGNC:714]","ENTREZGENE_ACC"
"8886","8886","DDX18","DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741]","ENTREZGENE_ACC"
"85406","85406","DNAJC14","DnaJ heat shock protein family (Hsp40) member C14 [Source:HGNC Symbol;Acc:HGNC:24581]","ENTREZGENE_ACC"
"8569","8569","MKNK1","MAPK interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:7110]","ENTREZGENE_ACC"
"375743","375743","PTAR1","protein prenyltransferase alpha subunit repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30449]","ENTREZGENE_ACC"
"5713","5713","PSMD7","proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]","ENTREZGENE_ACC"
"25777","25777","SUN2","Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]","ENTREZGENE_ACC"
"171177","171177","RHOV","ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313]","ENTREZGENE_ACC"
"10112","10112","KIF20A","kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]","ENTREZGENE_ACC"
"51307","100128966","FAM53C","family with sequence similarity 53 member C [Source:HGNC Symbol;Acc:HGNC:1336]","ENTREZGENE_ACC"
"51307","51307","FAM53C","family with sequence similarity 53 member C [Source:HGNC Symbol;Acc:HGNC:1336]","ENTREZGENE_ACC"
"11285","11285","B4GALT7","beta-1,4-galactosyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:930]","ENTREZGENE_ACC"
"140823","140823","ROMO1","reactive oxygen species modulator 1 [Source:HGNC Symbol;Acc:HGNC:16185]","ENTREZGENE_ACC"
"10336","10336","PCGF3","polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066]","ENTREZGENE_ACC"
"64087","64087","MCCC2","methylcrotonoyl-CoA carboxylase 2 [Source:HGNC Symbol;Acc:HGNC:6937]","ENTREZGENE_ACC"
"23396","23396","PIP5K1C","phosphatidylinositol-4-phosphate 5-kinase type 1 gamma [Source:HGNC Symbol;Acc:HGNC:8996]","ENTREZGENE_ACC"
"1195","1195","CLK1","CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]","ENTREZGENE_ACC"
"5532","5532","PPP3CB","protein phosphatase 3 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9315]","ENTREZGENE_ACC"
"116835","116835","HSPA12B","heat shock protein family A (Hsp70) member 12B [Source:HGNC Symbol;Acc:HGNC:16193]","ENTREZGENE_ACC"
"9375","9375","TM9SF2","transmembrane 9 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11865]","ENTREZGENE_ACC"
"202243","202243","CCDC125","coiled-coil domain containing 125 [Source:HGNC Symbol;Acc:HGNC:28924]","ENTREZGENE_ACC"
"54845","54845","ESRP1","epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966]","ENTREZGENE_ACC"
"10492","10492","SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]","ENTREZGENE_ACC"
"29957","29957","SLC25A24","solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]","ENTREZGENE_ACC"
"51255","51255","RNF181","ring finger protein 181 [Source:HGNC Symbol;Acc:HGNC:28037]","ENTREZGENE_ACC"
"56984","56984","PSMG2","proteasome assembly chaperone 2 [Source:HGNC Symbol;Acc:HGNC:24929]","ENTREZGENE_ACC"
"622","622","BDH1","3-hydroxybutyrate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:1027]","ENTREZGENE_ACC"
"147912","147912","SIX5","SIX homeobox 5 [Source:HGNC Symbol;Acc:HGNC:10891]","ENTREZGENE_ACC"
"286133","286133","SCARA5","scavenger receptor class A member 5 [Source:HGNC Symbol;Acc:HGNC:28701]","ENTREZGENE_ACC"
"85236","85236","H2BC12","H2B clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:13954]","ENTREZGENE_ACC"
"9265","9265","CYTH3","cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]","ENTREZGENE_ACC"
"6489","6489","ST8SIA1","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]","ENTREZGENE_ACC"
"253827","253827","MSRB3","methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]","ENTREZGENE_ACC"
"5781","5781","PTPN11","protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]","ENTREZGENE_ACC"
"1611","1611","DAP","death associated protein [Source:HGNC Symbol;Acc:HGNC:2672]","ENTREZGENE_ACC"
"80168","80168","MOGAT2","monoacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:23248]","ENTREZGENE_ACC"
"57132","57132","CHMP1B","charged multivesicular body protein 1B [Source:HGNC Symbol;Acc:HGNC:24287]","ENTREZGENE_ACC"
"30820","30820","KCNIP1","potassium voltage-gated channel interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:15521]","ENTREZGENE_ACC"
"6196","6196","RPS6KA2","ribosomal protein S6 kinase A2 [Source:HGNC Symbol;Acc:HGNC:10431]","ENTREZGENE_ACC"
"9922","9922","IQSEC1","IQ motif and Sec7 domain ArfGEF 1 [Source:HGNC Symbol;Acc:HGNC:29112]","ENTREZGENE_ACC"
"7112","7112","TMPO","thymopoietin [Source:HGNC Symbol;Acc:HGNC:11875]","ENTREZGENE_ACC"
"2954","2954","GSTZ1","glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643]","ENTREZGENE_ACC"
"64061","64061","TSPYL2","TSPY like 2 [Source:HGNC Symbol;Acc:HGNC:24358]","ENTREZGENE_ACC"
"331","331","XIAP","X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:HGNC:592]","ENTREZGENE_ACC"
"4810","4810","NHS","NHS actin remodeling regulator [Source:HGNC Symbol;Acc:HGNC:7820]","ENTREZGENE_ACC"
"5587","5587","PRKD1","protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]","ENTREZGENE_ACC"
"5500","5500","PPP1CB","protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]","ENTREZGENE_ACC"
"64770","64770","CCDC14","coiled-coil domain containing 14 [Source:HGNC Symbol;Acc:HGNC:25766]","ENTREZGENE_ACC"
"387882","387882","C12orf75","chromosome 12 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:35164]","ENTREZGENE_ACC"
"57192","57192","MCOLN1","mucolipin TRP cation channel 1 [Source:HGNC Symbol;Acc:HGNC:13356]","ENTREZGENE_ACC"
"6907","6907","TBL1X","transducin beta like 1 X-linked [Source:HGNC Symbol;Acc:HGNC:11585]","ENTREZGENE_ACC"
"54498","54498","SMOX","spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862]","ENTREZGENE_ACC"
